Country,ISO3 Code,Date,Price (EUR/MWhe)
Spain,ESP,2016-02-01,27.48
Spain,ESP,2016-03-01,27.79
Spain,ESP,2016-04-01,24.1
Spain,ESP,2016-05-01,25.81
Spain,ESP,2016-06-01,38.92
Spain,ESP,2016-07-01,40.52
Spain,ESP,2016-08-01,41.14
Spain,ESP,2016-09-01,43.6
Spain,ESP,2016-10-01,52.85
Spain,ESP,2016-11-01,56.15
Spain,ESP,2016-12-01,60.49
Spain,ESP,2017-01-01,71.51
Spain,ESP,2017-02-01,51.7
Spain,ESP,2017-03-01,43.16
Spain,ESP,2017-04-01,43.69
Spain,ESP,2017-05-01,47.17
Spain,ESP,2017-06-01,50.2
Spain,ESP,2017-07-01,48.63
Spain,ESP,2017-08-01,47.45
Spain,ESP,2017-09-01,49.16
Spain,ESP,2017-10-01,56.78
Spain,ESP,2017-11-01,59.22
Spain,ESP,2017-12-01,57.85
Spain,ESP,2018-01-01,50.05
Spain,ESP,2018-02-01,54.87
Spain,ESP,2018-03-01,40.16
Spain,ESP,2018-04-01,42.69
Spain,ESP,2018-05-01,54.98
Spain,ESP,2018-06-01,58.45
Spain,ESP,2018-07-01,61.88
Spain,ESP,2018-08-01,64.34
Spain,ESP,2018-09-01,71.25
Spain,ESP,2018-10-01,65.11
Spain,ESP,2018-11-01,61.96
Spain,ESP,2018-12-01,61.81
Spain,ESP,2019-01-01,61.96
Spain,ESP,2019-02-01,54.02
Spain,ESP,2019-03-01,48.84
Spain,ESP,2019-04-01,50.4
Spain,ESP,2019-05-01,48.39
Spain,ESP,2019-06-01,47.16
Spain,ESP,2019-07-01,51.46
Spain,ESP,2019-08-01,44.95
Spain,ESP,2019-09-01,42.13
Spain,ESP,2019-10-01,47.15
Spain,ESP,2019-11-01,42.19
Spain,ESP,2019-12-01,33.81
Spain,ESP,2020-01-01,41.08
Spain,ESP,2020-02-01,35.86
Spain,ESP,2020-03-01,27.74
Spain,ESP,2020-04-01,17.61
Spain,ESP,2020-05-01,21.33
Spain,ESP,2020-06-01,30.63
Spain,ESP,2020-07-01,34.62
Spain,ESP,2020-08-01,36.21
Spain,ESP,2020-09-01,41.95
Spain,ESP,2020-10-01,36.55
Spain,ESP,2020-11-01,41.96
Spain,ESP,2020-12-01,41.97
Spain,ESP,2021-01-01,60.1
Spain,ESP,2021-02-01,28.54
Spain,ESP,2021-03-01,45.48
Spain,ESP,2021-04-01,65.06
Spain,ESP,2021-05-01,67.18
Spain,ESP,2021-06-01,83.31
Spain,ESP,2021-07-01,92.37
Spain,ESP,2021-08-01,106.08
Spain,ESP,2021-09-01,156.4
Spain,ESP,2021-10-01,199.67
Spain,ESP,2021-11-01,193.72
Spain,ESP,2021-12-01,238.97
Spain,ESP,2022-01-01,201.8
Spain,ESP,2022-02-01,200.31
Spain,ESP,2022-03-01,283.19
Spain,ESP,2022-04-01,191.52
Spain,ESP,2022-05-01,187.16
Spain,ESP,2022-06-01,169.43
Spain,ESP,2022-07-01,142.68
Spain,ESP,2022-08-01,154.99
Spain,ESP,2022-09-01,140.92
Spain,ESP,2022-10-01,127.22
Spain,ESP,2022-11-01,115.57
Spain,ESP,2022-12-01,96.75
Spain,ESP,2023-01-01,69.73
Spain,ESP,2023-02-01,133.49
Spain,ESP,2023-03-01,89.58
Spain,ESP,2023-04-01,73.82
Estonia,EST,2015-01-01,33.84
Estonia,EST,2015-02-01,33.42
Estonia,EST,2015-03-01,30.31
Estonia,EST,2015-04-01,30.5
Estonia,EST,2015-05-01,32.27
Estonia,EST,2015-06-01,27.26
Estonia,EST,2015-07-01,28.04
Estonia,EST,2015-08-01,31.23
Estonia,EST,2015-09-01,31.69
Estonia,EST,2015-10-01,35.02
Estonia,EST,2015-11-01,32.88
Estonia,EST,2015-12-01,26.72
Estonia,EST,2016-01-01,37.63
Estonia,EST,2016-02-01,28.28
Estonia,EST,2016-03-01,29.4
Estonia,EST,2016-04-01,29.73
Estonia,EST,2016-05-01,28.26
Estonia,EST,2016-06-01,36.23
Estonia,EST,2016-07-01,30.96
Estonia,EST,2016-08-01,31.38
Estonia,EST,2016-09-01,32.4
Estonia,EST,2016-10-01,37.57
Estonia,EST,2016-11-01,40.86
Estonia,EST,2016-12-01,34.0
Estonia,EST,2017-01-01,33.27
Estonia,EST,2017-02-01,35.13
Estonia,EST,2017-03-01,30.65
Estonia,EST,2017-04-01,31.17
Estonia,EST,2017-05-01,30.64
Estonia,EST,2017-06-01,30.66
Estonia,EST,2017-07-01,34.34
Estonia,EST,2017-08-01,36.35
Estonia,EST,2017-09-01,37.26
Estonia,EST,2017-10-01,33.45
Estonia,EST,2017-11-01,33.7
Estonia,EST,2017-12-01,32.01
Estonia,EST,2018-01-01,37.11
Estonia,EST,2018-02-01,43.38
Estonia,EST,2018-03-01,45.31
Estonia,EST,2018-04-01,39.81
Estonia,EST,2018-05-01,38.73
Estonia,EST,2018-06-01,47.81
Estonia,EST,2018-07-01,54.07
Estonia,EST,2018-08-01,55.4
Estonia,EST,2018-09-01,50.89
Estonia,EST,2018-10-01,46.37
Estonia,EST,2018-11-01,52.62
Estonia,EST,2018-12-01,53.03
Estonia,EST,2019-01-01,55.79
Estonia,EST,2019-02-01,47.26
Estonia,EST,2019-03-01,40.08
Estonia,EST,2019-04-01,42.11
Estonia,EST,2019-05-01,42.35
Estonia,EST,2019-06-01,43.47
Estonia,EST,2019-07-01,48.97
Estonia,EST,2019-08-01,49.05
Estonia,EST,2019-09-01,48.78
Estonia,EST,2019-10-01,47.69
Estonia,EST,2019-11-01,45.72
Estonia,EST,2019-12-01,39.04
Estonia,EST,2020-01-01,30.82
Estonia,EST,2020-02-01,28.09
Estonia,EST,2020-03-01,23.99
Estonia,EST,2020-04-01,23.68
Estonia,EST,2020-05-01,25.02
Estonia,EST,2020-06-01,37.76
Estonia,EST,2020-07-01,30.17
Estonia,EST,2020-08-01,40.92
Estonia,EST,2020-09-01,39.55
Estonia,EST,2020-10-01,37.65
Estonia,EST,2020-11-01,40.99
Estonia,EST,2020-12-01,45.5
Estonia,EST,2021-01-01,53.57
Estonia,EST,2021-02-01,59.12
Estonia,EST,2021-03-01,43.51
Estonia,EST,2021-04-01,43.69
Estonia,EST,2021-05-01,48.36
Estonia,EST,2021-06-01,71.81
Estonia,EST,2021-07-01,83.7
Estonia,EST,2021-08-01,87.15
Estonia,EST,2021-09-01,122.37
Estonia,EST,2021-10-01,105.61
Estonia,EST,2021-11-01,116.88
Estonia,EST,2021-12-01,202.55
Estonia,EST,2022-01-01,141.86
Estonia,EST,2022-02-01,104.59
Estonia,EST,2022-03-01,151.16
Estonia,EST,2022-04-01,100.71
Estonia,EST,2022-05-01,151.36
Estonia,EST,2022-06-01,174.6
Estonia,EST,2022-07-01,233.69
Estonia,EST,2022-08-01,360.7
Estonia,EST,2022-09-01,229.42
Estonia,EST,2022-10-01,174.15
Estonia,EST,2022-11-01,219.23
Estonia,EST,2022-12-01,263.05
Estonia,EST,2023-01-01,99.38
Estonia,EST,2023-02-01,113.09
Estonia,EST,2023-03-01,87.08
Estonia,EST,2023-04-01,65.88
Finland,FIN,2015-01-01,33.8
Finland,FIN,2015-02-01,33.17
Finland,FIN,2015-03-01,29.42
Finland,FIN,2015-04-01,30.09
Finland,FIN,2015-05-01,25.84
Finland,FIN,2015-06-01,21.52
Finland,FIN,2015-07-01,27.55
Finland,FIN,2015-08-01,31.15
Finland,FIN,2015-09-01,31.74
Finland,FIN,2015-10-01,33.54
Finland,FIN,2015-11-01,31.74
Finland,FIN,2015-12-01,26.55
Finland,FIN,2016-01-01,37.83
Finland,FIN,2016-02-01,26.09
Finland,FIN,2016-03-01,27.09
Finland,FIN,2016-04-01,27.25
Finland,FIN,2016-05-01,28.07
Finland,FIN,2016-06-01,35.42
Finland,FIN,2016-07-01,30.96
Finland,FIN,2016-08-01,31.38
Finland,FIN,2016-09-01,32.52
Finland,FIN,2016-10-01,37.43
Finland,FIN,2016-11-01,41.01
Finland,FIN,2016-12-01,33.99
Finland,FIN,2017-01-01,33.3
Finland,FIN,2017-02-01,35.07
Finland,FIN,2017-03-01,30.67
Finland,FIN,2017-04-01,31.4
Finland,FIN,2017-05-01,30.66
Finland,FIN,2017-06-01,30.65
Finland,FIN,2017-07-01,34.18
Finland,FIN,2017-08-01,36.3
Finland,FIN,2017-09-01,37.26
Finland,FIN,2017-10-01,33.43
Finland,FIN,2017-11-01,33.67
Finland,FIN,2017-12-01,31.91
Finland,FIN,2018-01-01,37.08
Finland,FIN,2018-02-01,43.38
Finland,FIN,2018-03-01,45.59
Finland,FIN,2018-04-01,40.14
Finland,FIN,2018-05-01,38.7
Finland,FIN,2018-06-01,47.18
Finland,FIN,2018-07-01,54.01
Finland,FIN,2018-08-01,55.5
Finland,FIN,2018-09-01,50.96
Finland,FIN,2018-10-01,46.36
Finland,FIN,2018-11-01,50.08
Finland,FIN,2018-12-01,52.3
Finland,FIN,2019-01-01,55.81
Finland,FIN,2019-02-01,46.75
Finland,FIN,2019-03-01,39.98
Finland,FIN,2019-04-01,41.37
Finland,FIN,2019-05-01,39.86
Finland,FIN,2019-06-01,30.73
Finland,FIN,2019-07-01,45.96
Finland,FIN,2019-08-01,48.74
Finland,FIN,2019-09-01,48.76
Finland,FIN,2019-10-01,46.36
Finland,FIN,2019-11-01,45.71
Finland,FIN,2019-12-01,38.4
Finland,FIN,2020-01-01,27.14
Finland,FIN,2020-02-01,24.44
Finland,FIN,2020-03-01,20.35
Finland,FIN,2020-04-01,19.81
Finland,FIN,2020-05-01,19.46
Finland,FIN,2020-06-01,28.25
Finland,FIN,2020-07-01,20.27
Finland,FIN,2020-08-01,40.57
Finland,FIN,2020-09-01,37.78
Finland,FIN,2020-10-01,31.08
Finland,FIN,2020-11-01,27.64
Finland,FIN,2020-12-01,39.27
Finland,FIN,2021-01-01,51.25
Finland,FIN,2021-02-01,57.1
Finland,FIN,2021-03-01,38.32
Finland,FIN,2021-04-01,36.83
Finland,FIN,2021-05-01,45.9
Finland,FIN,2021-06-01,56.18
Finland,FIN,2021-07-01,78.79
Finland,FIN,2021-08-01,68.14
Finland,FIN,2021-09-01,89.3
Finland,FIN,2021-10-01,64.85
Finland,FIN,2021-11-01,86.05
Finland,FIN,2021-12-01,193.27
Finland,FIN,2022-01-01,106.83
Finland,FIN,2022-02-01,80.85
Finland,FIN,2022-03-01,86.63
Finland,FIN,2022-04-01,79.42
Finland,FIN,2022-05-01,132.35
Finland,FIN,2022-06-01,140.33
Finland,FIN,2022-07-01,183.92
Finland,FIN,2022-08-01,261.53
Finland,FIN,2022-09-01,215.46
Finland,FIN,2022-10-01,113.21
Finland,FIN,2022-11-01,195.62
Finland,FIN,2022-12-01,245.6
Finland,FIN,2023-01-01,78.87
Finland,FIN,2023-02-01,80.04
Finland,FIN,2023-03-01,74.13
Finland,FIN,2023-04-01,60.54
France,FRA,2015-01-01,41.95
France,FRA,2015-02-01,50.14
France,FRA,2015-03-01,43.79
France,FRA,2015-04-01,39.52
France,FRA,2015-05-01,26.46
France,FRA,2015-06-01,32.16
France,FRA,2015-07-01,37.91
France,FRA,2015-08-01,32.19
France,FRA,2015-09-01,37.45
France,FRA,2015-10-01,44.96
France,FRA,2015-11-01,41.7
France,FRA,2015-12-01,35.13
France,FRA,2016-01-01,33.59
France,FRA,2016-02-01,25.54
France,FRA,2016-03-01,27.09
France,FRA,2016-04-01,25.48
France,FRA,2016-05-01,24.28
France,FRA,2016-06-01,28.02
France,FRA,2016-07-01,30.1
France,FRA,2016-08-01,29.72
France,FRA,2016-09-01,37.2
France,FRA,2016-10-01,55.17
France,FRA,2016-11-01,65.18
France,FRA,2016-12-01,59.24
France,FRA,2017-01-01,78.0
France,FRA,2017-02-01,51.14
France,FRA,2017-03-01,35.4
France,FRA,2017-04-01,34.74
France,FRA,2017-05-01,34.26
France,FRA,2017-06-01,32.74
France,FRA,2017-07-01,34.61
France,FRA,2017-08-01,32.02
France,FRA,2017-09-01,37.0
France,FRA,2017-10-01,49.68
France,FRA,2017-11-01,63.46
France,FRA,2017-12-01,56.69
France,FRA,2018-01-01,34.98
France,FRA,2018-02-01,48.78
France,FRA,2018-03-01,48.19
France,FRA,2018-04-01,33.54
France,FRA,2018-05-01,34.5
France,FRA,2018-06-01,42.29
France,FRA,2018-07-01,51.44
France,FRA,2018-08-01,58.45
France,FRA,2018-09-01,61.95
France,FRA,2018-10-01,65.64
France,FRA,2018-11-01,67.81
France,FRA,2018-12-01,54.89
France,FRA,2019-01-01,61.15
France,FRA,2019-02-01,46.61
France,FRA,2019-03-01,33.85
France,FRA,2019-04-01,38.1
France,FRA,2019-05-01,37.2
France,FRA,2019-06-01,29.24
France,FRA,2019-07-01,37.69
France,FRA,2019-08-01,33.36
France,FRA,2019-09-01,35.55
France,FRA,2019-10-01,38.62
France,FRA,2019-11-01,45.95
France,FRA,2019-12-01,36.47
France,FRA,2020-01-01,37.97
France,FRA,2020-02-01,26.25
France,FRA,2020-03-01,23.83
France,FRA,2020-04-01,13.41
France,FRA,2020-05-01,14.87
France,FRA,2020-06-01,25.85
France,FRA,2020-07-01,33.42
France,FRA,2020-08-01,36.76
France,FRA,2020-09-01,47.19
France,FRA,2020-10-01,37.87
France,FRA,2020-11-01,40.14
France,FRA,2020-12-01,48.42
France,FRA,2021-01-01,59.47
France,FRA,2021-02-01,49.01
France,FRA,2021-03-01,50.23
France,FRA,2021-04-01,63.15
France,FRA,2021-05-01,55.26
France,FRA,2021-06-01,73.56
France,FRA,2021-07-01,78.31
France,FRA,2021-08-01,77.4
France,FRA,2021-09-01,135.3
France,FRA,2021-10-01,172.54
France,FRA,2021-11-01,217.24
France,FRA,2021-12-01,274.51
France,FRA,2022-01-01,211.58
France,FRA,2022-02-01,185.63
France,FRA,2022-03-01,295.17
France,FRA,2022-04-01,232.92
France,FRA,2022-05-01,197.46
France,FRA,2022-06-01,248.73
France,FRA,2022-07-01,400.95
France,FRA,2022-08-01,492.99
France,FRA,2022-09-01,393.55
France,FRA,2022-10-01,178.89
France,FRA,2022-11-01,192.16
France,FRA,2022-12-01,270.49
France,FRA,2023-01-01,132.28
France,FRA,2023-02-01,148.78
France,FRA,2023-03-01,111.81
France,FRA,2023-04-01,106.45
Greece,GRC,2015-01-01,61.41
Greece,GRC,2015-02-01,56.94
Greece,GRC,2015-03-01,56.22
Greece,GRC,2015-04-01,47.95
Greece,GRC,2015-05-01,49.53
Greece,GRC,2015-06-01,48.18
Greece,GRC,2015-07-01,53.18
Greece,GRC,2015-08-01,50.18
Greece,GRC,2015-09-01,50.74
Greece,GRC,2015-10-01,48.05
Greece,GRC,2015-11-01,49.57
Greece,GRC,2015-12-01,51.32
Greece,GRC,2016-01-01,48.74
Greece,GRC,2016-02-01,43.91
Greece,GRC,2016-03-01,40.76
Greece,GRC,2016-04-01,38.98
Greece,GRC,2016-05-01,41.29
Greece,GRC,2016-06-01,41.33
Greece,GRC,2016-07-01,42.59
Greece,GRC,2016-08-01,39.04
Greece,GRC,2016-09-01,39.96
Greece,GRC,2016-10-01,43.17
Greece,GRC,2016-11-01,43.11
Greece,GRC,2016-12-01,51.11
Greece,GRC,2017-01-01,74.62
Greece,GRC,2017-02-01,56.18
Greece,GRC,2017-03-01,46.2
Greece,GRC,2017-04-01,44.6
Greece,GRC,2017-05-01,45.78
Greece,GRC,2017-06-01,51.3
Greece,GRC,2017-07-01,52.53
Greece,GRC,2017-08-01,50.57
Greece,GRC,2017-09-01,53.06
Greece,GRC,2017-10-01,54.89
Greece,GRC,2017-11-01,70.43
Greece,GRC,2017-12-01,56.22
Greece,GRC,2018-01-01,53.49
Greece,GRC,2018-02-01,51.62
Greece,GRC,2018-03-01,44.23
Greece,GRC,2018-04-01,50.41
Greece,GRC,2018-05-01,56.36
Greece,GRC,2018-06-01,60.68
Greece,GRC,2018-07-01,64.44
Greece,GRC,2018-08-01,63.84
Greece,GRC,2018-09-01,67.06
Greece,GRC,2018-10-01,71.43
Greece,GRC,2018-11-01,69.3
Greece,GRC,2018-12-01,71.25
Greece,GRC,2019-01-01,75.25
Greece,GRC,2019-02-01,69.02
Greece,GRC,2019-03-01,59.85
Greece,GRC,2019-04-01,62.39
Greece,GRC,2019-05-01,65.96
Greece,GRC,2019-06-01,68.09
Greece,GRC,2019-07-01,62.19
Greece,GRC,2019-08-01,63.98
Greece,GRC,2019-09-01,60.95
Greece,GRC,2019-10-01,63.28
Greece,GRC,2019-11-01,55.35
Greece,GRC,2019-12-01,59.7
Greece,GRC,2020-01-01,58.39
Greece,GRC,2020-02-01,49.17
Greece,GRC,2020-03-01,43.6
Greece,GRC,2020-04-01,28.48
Greece,GRC,2020-05-01,34.27
Greece,GRC,2020-06-01,34.09
Greece,GRC,2020-07-01,41.17
Greece,GRC,2020-08-01,46.18
Greece,GRC,2020-09-01,46.52
Greece,GRC,2020-10-01,47.32
Greece,GRC,2020-11-01,52.57
Greece,GRC,2020-12-01,59.0
Greece,GRC,2021-01-01,52.51
Greece,GRC,2021-02-01,50.37
Greece,GRC,2021-03-01,57.64
Greece,GRC,2021-04-01,64.2
Greece,GRC,2021-05-01,63.19
Greece,GRC,2021-06-01,83.53
Greece,GRC,2021-07-01,102.03
Greece,GRC,2021-08-01,121.61
Greece,GRC,2021-09-01,134.72
Greece,GRC,2021-10-01,198.52
Greece,GRC,2021-11-01,228.88
Greece,GRC,2021-12-01,235.36
Greece,GRC,2022-01-01,227.35
Greece,GRC,2022-02-01,211.73
Greece,GRC,2022-03-01,272.32
Greece,GRC,2022-04-01,246.91
Greece,GRC,2022-05-01,225.07
Greece,GRC,2022-06-01,240.83
Greece,GRC,2022-07-01,338.32
Greece,GRC,2022-08-01,436.76
Greece,GRC,2022-09-01,416.41
Greece,GRC,2022-10-01,232.16
Greece,GRC,2022-11-01,227.84
Greece,GRC,2022-12-01,276.97
Greece,GRC,2023-01-01,191.66
Greece,GRC,2023-02-01,156.25
Greece,GRC,2023-03-01,122.75
Greece,GRC,2023-04-01,120.44
Croatia,HRV,2017-10-01,58.27
Croatia,HRV,2017-11-01,60.92
Croatia,HRV,2017-12-01,42.43
Croatia,HRV,2018-01-01,37.99
Croatia,HRV,2018-02-01,44.87
Croatia,HRV,2018-03-01,44.66
Croatia,HRV,2018-04-01,34.14
Croatia,HRV,2018-05-01,42.16
Croatia,HRV,2018-06-01,51.75
Croatia,HRV,2018-07-01,51.54
Croatia,HRV,2018-08-01,60.85
Croatia,HRV,2018-09-01,64.16
Croatia,HRV,2018-10-01,64.1
Croatia,HRV,2018-11-01,63.3
Croatia,HRV,2018-12-01,64.07
Croatia,HRV,2019-01-01,69.32
Croatia,HRV,2019-02-01,49.73
Croatia,HRV,2019-03-01,39.56
Croatia,HRV,2019-04-01,45.63
Croatia,HRV,2019-05-01,41.47
Croatia,HRV,2019-06-01,40.41
Croatia,HRV,2019-07-01,53.01
Croatia,HRV,2019-08-01,55.88
Croatia,HRV,2019-09-01,55.39
Croatia,HRV,2019-10-01,55.35
Croatia,HRV,2019-11-01,45.16
Croatia,HRV,2019-12-01,40.11
Croatia,HRV,2020-01-01,51.32
Croatia,HRV,2020-02-01,39.59
Croatia,HRV,2020-03-01,29.41
Croatia,HRV,2020-04-01,23.97
Croatia,HRV,2020-05-01,22.43
Croatia,HRV,2020-06-01,28.82
Croatia,HRV,2020-07-01,35.43
Croatia,HRV,2020-08-01,38.15
Croatia,HRV,2020-09-01,45.85
Croatia,HRV,2020-10-01,38.56
Croatia,HRV,2020-11-01,47.23
Croatia,HRV,2020-12-01,55.56
Croatia,HRV,2021-01-01,53.87
Croatia,HRV,2021-02-01,50.38
Croatia,HRV,2021-03-01,55.94
Croatia,HRV,2021-04-01,64.51
Croatia,HRV,2021-05-01,59.88
Croatia,HRV,2021-06-01,78.47
Croatia,HRV,2021-07-01,93.68
Croatia,HRV,2021-08-01,105.63
Croatia,HRV,2021-09-01,138.6
Croatia,HRV,2021-10-01,202.73
Croatia,HRV,2021-11-01,215.96
Croatia,HRV,2021-12-01,251.76
Croatia,HRV,2022-01-01,206.9
Croatia,HRV,2022-02-01,195.5
Croatia,HRV,2022-03-01,293.44
Croatia,HRV,2022-04-01,192.69
Croatia,HRV,2022-05-01,202.06
Croatia,HRV,2022-06-01,245.58
Croatia,HRV,2022-07-01,375.56
Croatia,HRV,2022-08-01,494.05
Croatia,HRV,2022-09-01,391.73
Croatia,HRV,2022-10-01,196.69
Croatia,HRV,2022-11-01,219.66
Croatia,HRV,2022-12-01,246.37
Croatia,HRV,2023-01-01,136.98
Croatia,HRV,2023-02-01,145.24
Croatia,HRV,2023-03-01,111.62
Croatia,HRV,2023-04-01,105.47
Hungary,HUN,2015-01-01,42.16
Hungary,HUN,2015-02-01,41.27
Hungary,HUN,2015-03-01,35.64
Hungary,HUN,2015-04-01,34.11
Hungary,HUN,2015-05-01,29.63
Hungary,HUN,2015-06-01,33.95
Hungary,HUN,2015-07-01,52.35
Hungary,HUN,2015-08-01,42.56
Hungary,HUN,2015-09-01,47.53
Hungary,HUN,2015-10-01,44.13
Hungary,HUN,2015-11-01,41.51
Hungary,HUN,2015-12-01,42.28
Hungary,HUN,2016-01-01,43.09
Hungary,HUN,2016-02-01,26.4
Hungary,HUN,2016-03-01,25.84
Hungary,HUN,2016-04-01,29.17
Hungary,HUN,2016-05-01,27.17
Hungary,HUN,2016-06-01,32.78
Hungary,HUN,2016-07-01,35.16
Hungary,HUN,2016-08-01,33.01
Hungary,HUN,2016-09-01,36.48
Hungary,HUN,2016-10-01,45.6
Hungary,HUN,2016-11-01,40.64
Hungary,HUN,2016-12-01,49.17
Hungary,HUN,2017-01-01,81.23
Hungary,HUN,2017-02-01,55.56
Hungary,HUN,2017-03-01,37.91
Hungary,HUN,2017-04-01,39.61
Hungary,HUN,2017-05-01,42.79
Hungary,HUN,2017-06-01,43.92
Hungary,HUN,2017-07-01,51.88
Hungary,HUN,2017-08-01,58.27
Hungary,HUN,2017-09-01,42.84
Hungary,HUN,2017-10-01,49.75
Hungary,HUN,2017-11-01,60.48
Hungary,HUN,2017-12-01,39.98
Hungary,HUN,2018-01-01,36.31
Hungary,HUN,2018-02-01,41.66
Hungary,HUN,2018-03-01,40.4
Hungary,HUN,2018-04-01,31.87
Hungary,HUN,2018-05-01,42.27
Hungary,HUN,2018-06-01,51.26
Hungary,HUN,2018-07-01,50.99
Hungary,HUN,2018-08-01,60.48
Hungary,HUN,2018-09-01,62.9
Hungary,HUN,2018-10-01,64.49
Hungary,HUN,2018-11-01,63.69
Hungary,HUN,2018-12-01,65.05
Hungary,HUN,2019-01-01,73.23
Hungary,HUN,2019-02-01,49.54
Hungary,HUN,2019-03-01,39.69
Hungary,HUN,2019-04-01,46.48
Hungary,HUN,2019-05-01,42.12
Hungary,HUN,2019-06-01,41.31
Hungary,HUN,2019-07-01,55.0
Hungary,HUN,2019-08-01,58.71
Hungary,HUN,2019-09-01,55.69
Hungary,HUN,2019-10-01,56.94
Hungary,HUN,2019-11-01,43.93
Hungary,HUN,2019-12-01,41.08
Hungary,HUN,2020-01-01,52.96
Hungary,HUN,2020-02-01,39.84
Hungary,HUN,2020-03-01,29.75
Hungary,HUN,2020-04-01,25.32
Hungary,HUN,2020-05-01,23.57
Hungary,HUN,2020-06-01,30.02
Hungary,HUN,2020-07-01,36.69
Hungary,HUN,2020-08-01,37.63
Hungary,HUN,2020-09-01,45.72
Hungary,HUN,2020-10-01,39.32
Hungary,HUN,2020-11-01,48.92
Hungary,HUN,2020-12-01,58.19
Hungary,HUN,2021-01-01,56.39
Hungary,HUN,2021-02-01,50.86
Hungary,HUN,2021-03-01,55.05
Hungary,HUN,2021-04-01,62.97
Hungary,HUN,2021-05-01,59.94
Hungary,HUN,2021-06-01,77.94
Hungary,HUN,2021-07-01,95.15
Hungary,HUN,2021-08-01,109.06
Hungary,HUN,2021-09-01,135.13
Hungary,HUN,2021-10-01,197.29
Hungary,HUN,2021-11-01,215.91
Hungary,HUN,2021-12-01,245.7
Hungary,HUN,2022-01-01,204.92
Hungary,HUN,2022-02-01,194.29
Hungary,HUN,2022-03-01,285.23
Hungary,HUN,2022-04-01,189.45
Hungary,HUN,2022-05-01,204.87
Hungary,HUN,2022-06-01,237.06
Hungary,HUN,2022-07-01,371.23
Hungary,HUN,2022-08-01,495.65
Hungary,HUN,2022-09-01,390.42
Hungary,HUN,2022-10-01,193.91
Hungary,HUN,2022-11-01,223.01
Hungary,HUN,2022-12-01,260.78
Hungary,HUN,2023-01-01,148.8
Hungary,HUN,2023-02-01,146.27
Hungary,HUN,2023-03-01,113.23
Hungary,HUN,2023-04-01,106.8
Ireland,IRL,2015-01-01,50.64
Ireland,IRL,2015-02-01,58.21
Ireland,IRL,2015-03-01,53.75
Ireland,IRL,2015-04-01,53.61
Ireland,IRL,2015-05-01,48.16
Ireland,IRL,2015-06-01,49.39
Ireland,IRL,2015-07-01,50.64
Ireland,IRL,2015-08-01,47.27
Ireland,IRL,2015-09-01,46.25
Ireland,IRL,2015-10-01,43.95
Ireland,IRL,2015-11-01,42.72
Ireland,IRL,2015-12-01,39.87
Ireland,IRL,2016-01-01,36.88
Ireland,IRL,2016-02-01,35.94
Ireland,IRL,2016-03-01,35.28
Ireland,IRL,2016-04-01,34.14
Ireland,IRL,2016-05-01,35.92
Ireland,IRL,2016-06-01,38.14
Ireland,IRL,2016-07-01,35.84
Ireland,IRL,2016-08-01,33.98
Ireland,IRL,2016-09-01,35.02
Ireland,IRL,2016-10-01,47.85
Ireland,IRL,2016-11-01,52.21
Ireland,IRL,2016-12-01,49.81
Ireland,IRL,2017-01-01,53.62
Ireland,IRL,2017-02-01,51.51
Ireland,IRL,2017-03-01,44.11
Ireland,IRL,2017-04-01,43.86
Ireland,IRL,2017-05-01,39.71
Ireland,IRL,2017-06-01,36.59
Ireland,IRL,2017-07-01,38.03
Ireland,IRL,2017-08-01,43.27
Ireland,IRL,2017-09-01,45.39
Ireland,IRL,2017-10-01,45.25
Ireland,IRL,2017-11-01,51.94
Ireland,IRL,2017-12-01,55.49
Ireland,IRL,2018-01-01,51.13
Ireland,IRL,2018-02-01,53.56
Ireland,IRL,2018-03-01,63.24
Ireland,IRL,2018-04-01,53.34
Ireland,IRL,2018-05-01,55.78
Ireland,IRL,2018-06-01,55.48
Ireland,IRL,2018-07-01,58.08
Ireland,IRL,2018-08-01,62.89
Ireland,IRL,2018-09-01,72.78
Ireland,IRL,2018-10-01,73.62
Ireland,IRL,2018-11-01,67.43
Ireland,IRL,2018-12-01,75.5
Ireland,IRL,2019-01-01,79.05
Ireland,IRL,2019-02-01,54.82
Ireland,IRL,2019-03-01,49.26
Ireland,IRL,2019-04-01,49.42
Ireland,IRL,2019-05-01,48.9
Ireland,IRL,2019-06-01,41.75
Ireland,IRL,2019-07-01,50.29
Ireland,IRL,2019-08-01,45.58
Ireland,IRL,2019-09-01,44.09
Ireland,IRL,2019-10-01,41.36
Ireland,IRL,2019-11-01,52.0
Ireland,IRL,2019-12-01,45.44
Ireland,IRL,2020-01-01,42.07
Ireland,IRL,2020-02-01,33.02
Ireland,IRL,2020-03-01,34.33
Ireland,IRL,2020-04-01,27.99
Ireland,IRL,2020-05-01,23.56
Ireland,IRL,2020-06-01,25.97
Ireland,IRL,2020-07-01,30.08
Ireland,IRL,2020-08-01,36.9
Ireland,IRL,2020-09-01,44.33
Ireland,IRL,2020-10-01,47.82
Ireland,IRL,2020-11-01,45.94
Ireland,IRL,2020-12-01,58.83
Ireland,IRL,2021-01-01,78.39
Ireland,IRL,2021-02-01,57.56
Ireland,IRL,2021-03-01,72.85
Ireland,IRL,2021-04-01,85.5
Ireland,IRL,2021-05-01,96.71
Ireland,IRL,2021-06-01,95.06
Ireland,IRL,2021-07-01,143.47
